"OEC ID";"HS ID";"Product Level";"Product Name";"Revision"
"1";"1";"Section";"Animal Products";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"101";"01";"HS2";"Live animals";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10101";"01.01";"HS4";"Horses";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010110";"01.01.10";"HS6";"Live horses/asses/mules/hinnies: pure-bred breeding animals";"HS02,HS07"
"1010111";"01.01.11";"HS6";"Pure-bred Breeding Horses";"HS92,HS96"
"1010119";"01.01.19";"HS6";"Non-breeding Horses";"HS92,HS96"
"1010120";"01.01.20";"HS6";"Live Donkeys, Mules, and Crossbreeds";"HS92,HS96"
"1010121";"01.01.21";"HS6";"Horses: live, pure-bred breeding animals";"HS12,HS17,HS22"
"1010129";"01.01.29";"HS6";"Horses: live, other than pure-bred breeding animals";"HS12,HS17,HS22"
"1010130";"01.01.30";"HS6";"Asses: live";"HS12,HS17,HS22"
"1010190";"01.01.90";"HS6";"Mules and hinnies: live";"HS02,HS07,HS12,HS17,HS22"
"10102";"01.02";"HS4";"Bovine";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010210";"01.02.10";"HS6";"Pure-bred Breeding Cattle";"HS92,HS96,HS02,HS07"
"1010221";"01.02.21";"HS6";"Cattle: live, pure-bred breeding animals";"HS12,HS17,HS22"
"1010229";"01.02.29";"HS6";"Cattle: live, other than pure-bred breeding animals";"HS12,HS17,HS22"
"1010231";"01.02.31";"HS6";"Buffalo: live, pure-bred breeding animals";"HS12,HS17,HS22"
"1010239";"01.02.39";"HS6";"Buffalo: live, other than pure-bred breeding animals";"HS12,HS17,HS22"
"1010290";"01.02.90";"HS6";"Non-breeding Cattle";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10103";"01.03";"HS4";"Pigs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010310";"01.03.10";"HS6";"Pure-bred Breeding Pigs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010391";"01.03.91";"HS6";"Pigs Weighing Under 50 kg (Excluding Breeding Pigs)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010392";"01.03.92";"HS6";"Pigs Weighing Over 50 kg (Excluding Breeding Pigs)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10104";"01.04";"HS4";"Sheep and Goats";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010410";"01.04.10";"HS6";"Live Sheep";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010420";"01.04.20";"HS6";"Live Goats";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10105";"01.05";"HS4";"Poultry";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010511";"01.05.11";"HS6";"Domestic Chickens Weighing Under 185 grams";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010512";"01.05.12";"HS6";"Small Turkeys (Live, weighing up to 185g)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1010513";"01.05.13";"HS6";"Poultry: live, ducks, weighing not more than 185g";"HS12,HS17,HS22"
"1010514";"01.05.14";"HS6";"Poultry: live, geese, weighing not more than 185g";"HS12,HS17,HS22"
"1010515";"01.05.15";"HS6";"Poultry: live, guinea fowls, weighing not more than 185g";"HS12,HS17,HS22"
"1010519";"01.05.19";"HS6";"Other Birds Weighing Under 185 grams (Excluding Domestic Chickens)";"HS92,HS96,HS02,HS07"
"1010591";"01.05.91";"HS6";"Domestic Chickens Weighing Over 185 grams";"HS92"
"1010592";"01.05.92";"HS6";"Small Domestic Chickens (Live, weighing up to 2kg)";"HS96,HS02"
"1010593";"01.05.93";"HS6";"Large Domestic Chickens (Live, weighing over 2kg)";"HS96,HS02"
"1010594";"01.05.94";"HS6";"Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g";"HS07,HS12,HS17,HS22"
"1010599";"01.05.99";"HS6";"Other Birds Weighing Over 185 grams (Excluding Domestic Chickens)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10106";"01.06";"HS4";"Other Animals";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1010600";"01.06.00";"HS6";"Live Animals (Not Farm Types)";"HS92,HS96"
"1010611";"01.06.11";"HS6";"Mammals: live, primates";"HS02,HS07,HS12,HS17,HS22"
"1010612";"01.06.12";"HS6";"Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)";"HS02,HS07,HS12,HS17,HS22"
"1010613";"01.06.13";"HS6";"Mammals: live, camels and other camelids (Camelidae)";"HS12,HS17,HS22"
"1010614";"01.06.14";"HS6";"Mammals: live, rabbits and hares";"HS12,HS17,HS22"
"1010619";"01.06.19";"HS6";"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares";"HS02,HS07,HS12,HS17,HS22"
"1010620";"01.06.20";"HS6";"Reptiles: live (including snakes and turtles)";"HS02,HS07,HS12,HS17,HS22"
"1010631";"01.06.31";"HS6";"Birds: live, birds of prey";"HS02,HS07,HS12,HS17,HS22"
"1010632";"01.06.32";"HS6";"Birds: live, Psittaciformes";"HS02,HS07,HS12,HS17,HS22"
"1010633";"01.06.33";"HS6";"Birds: live, ostriches: emus (Dromaius novaehollandiae)";"HS12,HS17,HS22"
"1010639";"01.06.39";"HS6";"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)";"HS02,HS07,HS12,HS17,HS22"
"1010641";"01.06.41";"HS6";"Live Insects (Bees)";"HS12,HS17,HS22"
"1010649";"01.06.49";"HS6";"Live Insects (Excl. Bees)";"HS12,HS17,HS22"
"1010690";"01.06.90";"HS6";"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects";"HS02,HS07,HS12,HS17,HS22"
"102";"02";"HS2";"Meat & edible offal";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10201";"02.01";"HS4";"Bovine Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020110";"02.01.10";"HS6";"Fresh/Chilled Beef (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020120";"02.01.20";"HS6";"Fresh/Chilled Beef Cuts with Bone";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020130";"02.01.30";"HS6";"Fresh/Chilled Boneless Beef Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10202";"02.02";"HS4";"Frozen Bovine Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020210";"02.02.10";"HS6";"Frozen Beef (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020220";"02.02.20";"HS6";"Frozen Beef Cuts with Bone";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020230";"02.02.30";"HS6";"Frozen Boneless Beef Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10203";"02.03";"HS4";"Pig Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020311";"02.03.11";"HS6";"Fresh/Chilled Pork (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020312";"02.03.12";"HS6";"Fresh/Chilled Pork Cuts (Hams, Shoulders & Bone-in)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020319";"02.03.19";"HS6";"Other Fresh/Chilled Pork Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020321";"02.03.21";"HS6";"Frozen Pork (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020322";"02.03.22";"HS6";"Frozen Pork Cuts (Hams, Shoulders & Bone-in)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020329";"02.03.29";"HS6";"Other Frozen Pork Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10204";"02.04";"HS4";"Sheep and Goat Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020410";"02.04.10";"HS6";"Fresh/Chilled Lamb (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020421";"02.04.21";"HS6";"Fresh/Chilled Sheep (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020422";"02.04.22";"HS6";"Fresh/Chilled Sheep Cuts with Bone";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020423";"02.04.23";"HS6";"Fresh/Chilled Boneless Sheep Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020430";"02.04.30";"HS6";"Frozen Lamb (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020441";"02.04.41";"HS6";"Frozen Sheep (Whole & Halves)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020442";"02.04.42";"HS6";"Frozen Sheep Cuts with Bone";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020443";"02.04.43";"HS6";"Frozen Boneless Sheep Cuts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020450";"02.04.50";"HS6";"Goat Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10205";"02.05";"HS4";"Horse Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020500";"02.05.00";"HS6";"Meat from Horses/Donkeys/Mules/Hinnies (Fresh, Chilled, Frozen)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10206";"02.06";"HS4";"Edible Offal";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020610";"02.06.10";"HS6";"Fresh/Chilled Beef Organs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020621";"02.06.21";"HS6";"Frozen Beef Tongues";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020622";"02.06.22";"HS6";"Frozen Beef Livers";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020629";"02.06.29";"HS6";"Frozen Beef Organs (Excluding Livers & Tongues)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020630";"02.06.30";"HS6";"Fresh/Chilled Pork Organs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020641";"02.06.41";"HS6";"Frozen Pork Livers";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020649";"02.06.49";"HS6";"Frozen Pork Organs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020680";"02.06.80";"HS6";"Fresh/Chilled Organs (Sheep, Goat, Donkey, Mule, Hinny)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020690";"02.06.90";"HS6";"Frozen Organs (Sheep, Goat, Donkey, Mule, Hinny)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10207";"02.07";"HS4";"Poultry Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020710";"02.07.10";"HS6";"Fresh/Chilled Whole Poultry";"HS92"
"1020711";"02.07.11";"HS6";"Whole Chicken Meat (Fresh/Chilled, uncut)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020712";"02.07.12";"HS6";"Whole Chicken Meat (Frozen, uncut)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020713";"02.07.13";"HS6";"Chicken Meat Cuts & Organs (Fresh/Chilled)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020714";"02.07.14";"HS6";"Chicken Meat Cuts & Organs (Frozen)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020721";"02.07.21";"HS6";"Frozen Whole Chickens";"HS92"
"1020722";"02.07.22";"HS6";"Frozen Whole Turkeys";"HS92"
"1020723";"02.07.23";"HS6";"Frozen Whole Ducks, Geese, Guinea Fowls";"HS92"
"1020724";"02.07.24";"HS6";"Whole Turkey Meat (Fresh/Chilled, uncut)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020725";"02.07.25";"HS6";"Whole Turkey Meat (Frozen, uncut)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020726";"02.07.26";"HS6";"Turkey Meat Cuts & Organs (Fresh/Chilled)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020727";"02.07.27";"HS6";"Turkey Meat Cuts & Organs (Frozen)";"HS96,HS02,HS07,HS12,HS17,HS22"
"1020731";"02.07.31";"HS6";"Fresh/Chilled Fatty Livers (Geese, Ducks)";"HS92"
"1020732";"02.07.32";"HS6";"Whole Ducks & Geese Meat (Fresh)";"HS96,HS02,HS07"
"1020733";"02.07.33";"HS6";"Whole Ducks & Geese Meat (Frozen)";"HS96,HS02,HS07"
"1020734";"02.07.34";"HS6";"Duck & Goose Fatty Livers (Fresh/Chilled)";"HS96,HS02,HS07"
"1020735";"02.07.35";"HS6";"Poultry Cuts (Excluding Fatty Livers) - Chickens, Ducks, Geese, Turkeys (Fresh/Chilled)";"HS96,HS02,HS07"
"1020736";"02.07.36";"HS6";"Poultry Cuts (Excluding Livers) - Chickens, Ducks, Geese, Turkeys (Frozen)";"HS96,HS02,HS07"
"1020739";"02.07.39";"HS6";"Fresh/Chilled Poultry Cuts & Organs";"HS92"
"1020741";"02.07.41";"HS6";"Frozen Chicken Cuts & Organs";"HS92,HS12,HS17,HS22"
"1020742";"02.07.42";"HS6";"Frozen Turkey Cuts & Organs";"HS92,HS12,HS17,HS22"
"1020743";"02.07.43";"HS6";"Frozen Cuts & Organs of Duck, Goose, Guinea Fowl (Not Liver)";"HS92,HS12,HS17,HS22"
"1020744";"02.07.44";"HS6";"Meat and edible offal: of ducks, cuts and offal, excluding fatty livers, fresh or chilled";"HS12,HS17,HS22"
"1020745";"02.07.45";"HS6";"Meat and edible offal: of ducks, cuts and offal, excluding fatty livers, frozen";"HS12,HS17,HS22"
"1020750";"02.07.50";"HS6";"Poultry livers, domestic, frozen";"HS92"
"1020751";"02.07.51";"HS6";"Meat and edible offal: of geese, not cut in pieces, fresh or chilled";"HS12,HS17,HS22"
"1020752";"02.07.52";"HS6";"Meat and edible offal: of geese, not cut in pieces, frozen";"HS12,HS17,HS22"
"1020753";"02.07.53";"HS6";"Meat and edible offal: of geese, fatty livers (foie gras), fresh or chilled";"HS12,HS17,HS22"
"1020754";"02.07.54";"HS6";"Meat and edible offal: of geese, cuts and offal, excluding fatty livers, fresh or chilled";"HS12,HS17,HS22"
"1020755";"02.07.55";"HS6";"Meat and edible offal: of geese, cuts and offal, excluding fatty livers, frozen";"HS12,HS17,HS22"
"1020760";"02.07.60";"HS6";"Meat and edible offal: of guinea fowls, fresh, chilled or frozen";"HS12,HS17,HS22"
"10208";"02.08";"HS4";"Other Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020810";"02.08.10";"HS6";"Rabbit/Hare Meat & Organs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020820";"02.08.20";"HS6";"Frog legs, fresh, chilled or frozen";"HS92,HS96,HS02"
"1020830";"02.08.30";"HS6";"Meat and edible meat offal: of primates, fresh, chilled or frozen";"HS02,HS07,HS12,HS17,HS22"
"1020840";"02.08.40";"HS6";"Meat and edible meat offal: of whales, dolphins and porpoises (mammals of the order Cetacea): of manatees and dugongs (mammals of the order Sirenia): of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen";"HS02,HS07,HS12,HS17,HS22"
"1020850";"02.08.50";"HS6";"Meat and edible meat offal: of reptiles (including snakes and turtles), fresh, chilled or frozen";"HS02,HS07,HS12,HS17,HS22"
"1020860";"02.08.60";"HS6";"Meat and edible meat offal: of camels and other camelids (Camelidae), fresh, chilled or frozen";"HS12,HS17,HS22"
"1020890";"02.08.90";"HS6";"Miscellaneous Meat & Organs (Fresh, Chilled, Frozen)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10209";"02.09";"HS4";"Animal Fat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1020900";"02.09.00";"HS6";"Unprocessed Pig & Poultry Fat";"HS92,HS96,HS02,HS07"
"1020910";"02.09.10";"HS6";"Fat: pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked";"HS12,HS17,HS22"
"1020990";"02.09.90";"HS6";"Fat: poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked";"HS12,HS17,HS22"
"10210";"02.10";"HS4";"Preserved Meat";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1021011";"02.10.11";"HS6";"Cured Pork Hams & Shoulders";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1021012";"02.10.12";"HS6";"Cured Pork Bellies";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1021019";"02.10.19";"HS6";"Cured Pork Meat (Excluding Hams, Shoulders, Bellies)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1021020";"02.10.20";"HS6";"Cured Beef";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1021090";"02.10.90";"HS6";"Cured Meats & Organs";"HS92,HS96"
"1021091";"02.10.91";"HS6";"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates";"HS02,HS07,HS12,HS17,HS22"
"1021092";"02.10.92";"HS6";"Meat and edible meat offal: salted, in brine, dried or smoked: edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea): manatees, dugongs (of order Sirenia): seals, sea lions, and walruses (of suborder Pinnipedia)";"HS02,HS07,HS12,HS17,HS22"
"1021093";"02.10.93";"HS6";"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)";"HS02,HS07,HS12,HS17,HS22"
"1021099";"02.10.99";"HS6";"Meat and edible meat offal: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)";"HS02,HS07,HS12,HS17,HS22"
"103";"03";"HS2";"Fish, Crustaceans & Molluscs";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10301";"03.01";"HS4";"Live Fish";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030110";"03.01.10";"HS6";"Ornamental Fish";"HS92,HS96,HS02,HS07"
"1030111";"03.01.11";"HS6";"Freshwater Ornamental Fish";"HS12,HS17,HS22"
"1030119";"03.01.19";"HS6";"Ornamental Fish";"HS12,HS17,HS22"
"1030191";"03.01.91";"HS6";"Trout";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030192";"03.01.92";"HS6";"Eels";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030193";"03.01.93";"HS6";"Carp";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030194";"03.01.94";"HS6";"Atlantic and Pacific Bluefin Tuna";"HS07,HS12,HS17,HS22"
"1030195";"03.01.95";"HS6";"Southern Bluefin Tuna";"HS07,HS12,HS17,HS22"
"1030199";"03.01.99";"HS6";"Miscellaneous Live Fish";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"10302";"03.02";"HS4";"Non-fillet Fresh Fish";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030211";"03.02.11";"HS6";"Trout";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030212";"03.02.12";"HS6";"Fresh/Chilled Whole Salmon";"HS92,HS96,HS02,HS07"
"1030213";"03.02.13";"HS6";"Fresh/Chilled Pacific Salmon (Oncorhynchus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030214";"03.02.14";"HS6";"Fresh/Chilled Atlantic & Danube Salmon (Excl. Fillets)";"HS12,HS17,HS22"
"1030219";"03.02.19";"HS6";"Salmonids (not trout or salmon)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030221";"03.02.21";"HS6";"Halibut";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030222";"03.02.22";"HS6";"Plaice";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030223";"03.02.23";"HS6";"Sole";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030224";"03.02.24";"HS6";"Fresh/Chilled Turbots (Psetta maxima, Scophthalmidae, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030229";"03.02.29";"HS6";"Flatfish (Excluding Halibut/Plaice/Sole) (Fresh/Chilled)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030231";"03.02.31";"HS6";"Albacore/Longfin Tuna (Fresh/Chilled)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030232";"03.02.32";"HS6";"Yellowfin Tuna (Fresh/Chilled)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030233";"03.02.33";"HS6";"Skipjack/Stripe-Belly Bonito (Fresh/Chilled)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030234";"03.02.34";"HS6";"Fresh/Chilled Bigeye Tuna (Thunnus obesus, excl. Fillets, etc.)";"HS02,HS07,HS12,HS17,HS22"
"1030235";"03.02.35";"HS6";"Fresh/Chilled Bluefin Tuna (Atlantic/Pacific, excl. Fillets, etc.)";"HS02,HS07,HS12,HS17,HS22"
"1030236";"03.02.36";"HS6";"Fresh/Chilled Southern Bluefin Tuna (Thunnus maccoyii, excl. Fillets, etc.)";"HS02,HS07,HS12,HS17,HS22"
"1030239";"03.02.39";"HS6";"Tuna of Other Varieties (Fresh/Chilled)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030240";"03.02.40";"HS6";"Herring (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030241";"03.02.41";"HS6";"Fresh/Chilled Herrings (Clupea spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030242";"03.02.42";"HS6";"Fresh/Chilled Anchovies (Engraulis spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030243";"03.02.43";"HS6";"Fresh/Chilled Sardines/Sardinella/Sprats (excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030244";"03.02.44";"HS6";"Fresh/Chilled Mackerel (Scomber spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030245";"03.02.45";"HS6";"Fresh/Chilled Jack/Horse Mackerel (Trachurus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030246";"03.02.46";"HS6";"Fresh/Chilled Cobia (Rachycentron canadum, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030247";"03.02.47";"HS6";"Fresh/Chilled Swordfish (Xiphias gladius, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030249";"03.02.49";"HS6";"Fresh/Chilled Fish (n.e.c. in 0302.4, excl. Fillets, Meat, Offal)";"HS17,HS22"
"1030250";"03.02.50";"HS6";"Cod (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030251";"03.02.51";"HS6";"Fresh/Chilled Cod (Gadus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030252";"03.02.52";"HS6";"Fresh/Chilled Haddock (Melanogrammus aeglefinus, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030253";"03.02.53";"HS6";"Fresh/Chilled Coalfish (Pollachius virens, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030254";"03.02.54";"HS6";"Fresh/Chilled Hake (Merluccius spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030255";"03.02.55";"HS6";"Fresh/Chilled Alaska Pollack (Theragra chalcogramma, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030256";"03.02.56";"HS6";"Fresh/Chilled Blue Whitings (Micromesistius spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030259";"03.02.59";"HS6";"Fresh/Chilled Fish (n.e.c. in 0302.5, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030261";"03.02.61";"HS6";"Sardines/Brisling/Sprats (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030262";"03.02.62";"HS6";"Haddock (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030263";"03.02.63";"HS6";"Coalfish (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030264";"03.02.64";"HS6";"Mackerel (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030265";"03.02.65";"HS6";"Dogfish/Sharks (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030266";"03.02.66";"HS6";"Eels (Fresh/Chilled)";"HS92,HS96,HS02,HS07"
"1030267";"03.02.67";"HS6";"Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)";"HS07"
"1030268";"03.02.68";"HS6";"Toothfish (Dissostichus spp.),fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)";"HS07"
"1030269";"03.02.69";"HS6";"Fresh/Chilled Fish (Other Varieties)";"HS92,HS96,HS02,HS07"
"1030270";"03.02.70";"HS6";"Fresh/Chilled Fish Livers & Roes";"HS92,HS96,HS02,HS07"
"1030271";"03.02.71";"HS6";"Fresh/Chilled Tilapia (Oreochromis spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030272";"03.02.72";"HS6";"Fresh/Chilled Catfish (Pangasius spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030273";"03.02.73";"HS6";"Fresh/Chilled Carp (Cyprinus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030274";"03.02.74";"HS6";"Fresh/Chilled Eels (Anguilla spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030279";"03.02.79";"HS6";"Fresh/Chilled Nile Perch & Snakeheads (excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030281";"03.02.81";"HS6";"Fresh/Chilled Dogfish & Shark (excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030282";"03.02.82";"HS6";"Fresh/Chilled Rays & Skates (Rajidae, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030283";"03.02.83";"HS6";"Fresh/Chilled Toothfish (Dissostichus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030284";"03.02.84";"HS6";"Fresh/Chilled Seabass (Dicentrarchus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030285";"03.02.85";"HS6";"Fresh/Chilled Seabream (Sparidae, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030289";"03.02.89";"HS6";"Fish (Excl. Fillets, Livers, Roes, Fish Meat) Fresh/Chilled";"HS12,HS17,HS22"
"1030290";"03.02.90";"HS6";"Fresh/Chilled Fish Livers & Roes";"HS12"
"1030291";"03.02.91";"HS6";"Fresh/Chilled Livers, Roes & Milt";"HS17,HS22"
"1030292";"03.02.92";"HS6";"Fresh/Chilled Shark Fins";"HS17,HS22"
"1030299";"03.02.99";"HS6";"Fresh/Chilled Fish Fins, Heads, Tails & Edible Offal";"HS17,HS22"
"10303";"03.03";"HS4";"Non-fillet Frozen Fish";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"1030310";"03.03.10";"HS6";"Pacific Salmon (Frozen Whole)";"HS92,HS96"
"1030311";"03.03.11";"HS6";"Frozen Sockeye Salmon (Oncorhynchus nerka, excl. Fillets, etc.)";"HS02,HS07,HS12,HS17,HS22"
"1030312";"03.03.12";"HS6";"Frozen Pacific Salmon (Oncorhynchus spp., excl. Sockeye Salmon, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030313";"03.03.13";"HS6";"Frozen Atlantic & Danube Salmon (Salmo salar, Hucho hucho, excl. Fillets, etc.)";"HS12,HS17,HS22"
"1030314";"03.03.14";"HS6";"Frozen Trout (Oncorhynchus spp., excl. Fillets, etc.)";"HS12,HS17,HS22"
