"OEC ID";"HS ID";"Product Level";"Product Name";"Revision"
"7400942";"40.09.42";"HS6";"Vulcanised Rubber Tubing, Piping & Hoses (Reinforced, Non-Metal/Non-Textile, with Fittings)";"HS02,HS07,HS12,HS17,HS22"
"7400950";"40.09.50";"HS6";"Rubber tube, pipe or hose with fittings";"HS92,HS96"
"74010";"40.10";"HS4";"Rubber Belting";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401010";"40.10.10";"HS6";"Transmission belts etc, rubber, trapezoidal";"HS92"
"7401011";"40.10.11";"HS6";"Metal-Reinforced Rubber Conveyor Belts";"HS96,HS02,HS07,HS12,HS17,HS22"
"7401012";"40.10.12";"HS6";"Textile-Reinforced Rubber Conveyor Belts";"HS96,HS02,HS07,HS12,HS17,HS22"
"7401013";"40.10.13";"HS6";"Rubber; vulcanised, conveyor belts or belting, reinforced only with plastics";"HS96,HS02"
"7401019";"40.10.19";"HS6";"Rubber Conveyor Belts (Not just metal or textile reinforced)";"HS96,HS02,HS07,HS12,HS17,HS22"
"7401021";"40.10.21";"HS6";"V-Shaped Rubber Transmission Belts (60-180cm circumference)";"HS96"
"7401022";"40.10.22";"HS6";"V-Shaped Rubber Transmission Belts (180-240cm circumference)";"HS96"
"7401023";"40.10.23";"HS6";"Synchronous Rubber Belts (60-150cm circumference)";"HS96"
"7401024";"40.10.24";"HS6";"Synchronous Rubber Belts (150-198cm circumference)";"HS96"
"7401029";"40.10.29";"HS6";"Miscellaneous Rubber Transmission Belts";"HS96"
"7401031";"40.10.31";"HS6";"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm";"HS02,HS07,HS12,HS17,HS22"
"7401032";"40.10.32";"HS6";"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm";"HS02,HS07,HS12,HS17,HS22"
"7401033";"40.10.33";"HS6";"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm";"HS02,HS07,HS12,HS17,HS22"
"7401034";"40.10.34";"HS6";"Rubber: vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm";"HS02,HS07,HS12,HS17,HS22"
"7401035";"40.10.35";"HS6";"Rubber: vulcanised, endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm";"HS02,HS07,HS12,HS17,HS22"
"7401036";"40.10.36";"HS6";"Rubber: vulcanised, endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm";"HS02,HS07,HS12,HS17,HS22"
"7401039";"40.10.39";"HS6";"Vulcanised Rubber Conveyor/Transmission Belts (n.e.c. 4010)";"HS02,HS07,HS12,HS17,HS22"
"7401091";"40.10.91";"HS6";"Conveyor belts and belting, rubber, <20cm wide";"HS92"
"7401099";"40.10.99";"HS6";"Conveyor, transmission belts and belting, rubber nes";"HS92"
"74011";"40.11";"HS4";"Rubber Tires";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401110";"40.11.10";"HS6";"New Rubber Pneumatic Tyres for Motor Cars";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401120";"40.11.20";"HS6";"Pneumatic tyres new of rubber for buses or lorries";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401130";"40.11.30";"HS6";"Pneumatic tyres new of rubber for aircraft";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401140";"40.11.40";"HS6";"Pneumatic tyres new of rubber for motorcycles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401150";"40.11.50";"HS6";"Pneumatic tyres new of rubber for bicycles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401161";"40.11.61";"HS6";"Herringbone Tread Tyres for Agriculture/Forestry";"HS02,HS07,HS12"
"7401162";"40.11.62";"HS6";"Rubber: new pneumatic tyres having a herring-bone or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61cm";"HS02,HS07,HS12"
"7401163";"40.11.63";"HS6";"Rubber: new pneumatic tyres having a herring-bone or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61cm";"HS02,HS07,HS12"
"7401169";"40.11.69";"HS6";"Rubber: new pneumatic tyres having a herring-bone or similar tread, of a kind used on light industrial vehicles";"HS02,HS07,HS12"
"7401170";"40.11.70";"HS6";"New Rubber Pneumatic Tyres for Agricultural/Forestry Vehicles";"HS17,HS22"
"7401180";"40.11.80";"HS6";"Pneumatic Tyres for Construction & Mining Vehicles";"HS17,HS22"
"7401190";"40.11.90";"HS6";"Rubber; new pneumatic tyres, of a kind used on light commercial vehicles";"HS17,HS22"
"7401191";"40.11.91";"HS6";"Pneumatic tyres new of rubber nes, herring-bone tread";"HS92,HS96"
"7401192";"40.11.92";"HS6";"Rubber: new pneumatic tyres having other than a herring-bone or similar tread, of a kind used on agricultural or forestry vehicles and machines";"HS02,HS07,HS12"
"7401193";"40.11.93";"HS6";"Rubber: new pneumatic tyres having other than a herring-bone or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61cm";"HS02,HS07,HS12"
"7401194";"40.11.94";"HS6";"Pneumatic Tyres for Construction Vehicles (>61cm)";"HS02,HS07,HS12"
"7401199";"40.11.99";"HS6";"Pneumatic tyres new of rubber nes";"HS92,HS96,HS02,HS07,HS12"
"74012";"40.12";"HS4";"Used Rubber Tires";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401210";"40.12.10";"HS6";"Retreaded tyres";"HS92,HS96"
"7401211";"40.12.11";"HS6";"Retreaded tyres : of a kind used on motor cars (including station wagons and racing cars)";"HS02,HS07,HS12,HS17,HS22"
"7401212";"40.12.12";"HS6";"Retreaded tyres: of a kind used on motor buses or lorries";"HS02,HS07,HS12,HS17,HS22"
"7401213";"40.12.13";"HS6";"Retreaded tyres: of a kind used on aircraft";"HS02,HS07,HS12,HS17,HS22"
"7401219";"40.12.19";"HS6";"Retreaded tyres: other than of a kind used on motor cars (including station wagons and racing cars), buses and lorries and aircraft";"HS02,HS07,HS12,HS17,HS22"
"7401220";"40.12.20";"HS6";"Pneumatic tyres used";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401290";"40.12.90";"HS6";"Solid or cushioned tyres, interchangeable treads";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"74013";"40.13";"HS4";"Rubber Inner Tubes";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401310";"40.13.10";"HS6";"Inner tubes of rubber for motor vehicles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401320";"40.13.20";"HS6";"Inner tubes of rubber for bicycles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401390";"40.13.90";"HS6";"Inner tubes of rubber except bicycle or motor vehicle";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"74014";"40.14";"HS4";"Pharmaceutical Rubber Products";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401410";"40.14.10";"HS6";"Sheath contraceptives";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401490";"40.14.90";"HS6";"Rubber hygienic, pharmacy items except contraceptives";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"74015";"40.15";"HS4";"Rubber Apparel";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401511";"40.15.11";"HS6";"Rubber surgical gloves";"HS92,HS96,HS02,HS07,HS12,HS17"
"7401512";"40.15.12";"HS6";"Medical Vulcanised Rubber Gloves";"HS22"
"7401519";"40.15.19";"HS6";"Gloves other than surgical, of rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401590";"40.15.90";"HS6";"Clothing and accessories except gloves, of rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"74016";"40.16";"HS4";"Other Rubber Products";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401610";"40.16.10";"HS6";"Articles of cellular rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401691";"40.16.91";"HS6";"Floor coverings, mats of rubber except cellular, hard";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401692";"40.16.92";"HS6";"Erasers (vulcanised rubber)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401693";"40.16.93";"HS6";"Gaskets, washers and other seals of vulcanised rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401694";"40.16.94";"HS6";"Boat and dock fenders, of vulcanised rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401695";"40.16.95";"HS6";"Rubber articles, inflatable nes, vulcanised rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401699";"40.16.99";"HS6";"Articles of vulcanised rubber nes, except hard rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"74017";"40.17";"HS4";"Hard Rubber";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"7401700";"40.17.00";"HS6";"Hard rubber (eg ebonite) in all forms, articles,scrap";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8";"8";"Section";"Animal Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"841";"41";"HS2";"Raw hides & skin (non-fur)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84101";"41.01";"HS4";"Equine and Bovine Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410110";"41.01.10";"HS6";"All bovine skins";"HS92,HS96"
"8410120";"41.01.20";"HS6";"Raw hides  of bovine or equine animals not exceeding 16 kg when fresh, wet-salted or otherwise preserved";"HS02,HS07,HS12,HS17,HS22"
"8410121";"41.01.21";"HS6";"Differents bovine hides";"HS92,HS96"
"8410122";"41.01.22";"HS6";"Differents butts and bends bovine";"HS92,HS96"
"8410129";"41.01.29";"HS6";"Other bovine hides preserved";"HS92,HS96"
"8410130";"41.01.30";"HS6";"Other raw bovine hides";"HS92,HS96"
"8410140";"41.01.40";"HS6";"Raw equine hides";"HS92,HS96"
"8410150";"41.01.50";"HS6";"Raw hides of bovine or equine animals exceeding 16 kg";"HS02,HS07,HS12,HS17,HS22"
"8410190";"41.01.90";"HS6";"Non-whole and non-tanned bovine and equine hides";"HS02,HS07,HS12,HS17,HS22"
"84102";"41.02";"HS4";"Sheep Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410210";"41.02.10";"HS6";"Sheep or lamb skins, raw and/or wool on";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410221";"41.02.21";"HS6";"Sheep or lamb pickled skins, no wool";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410229";"41.02.29";"HS6";"Sheep or lamb except pickled skins, no wool";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84103";"41.03";"HS4";"Other Hides and Skins";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410310";"41.03.10";"HS6";"Goat or kid hides and skins, raw, nes";"HS92,HS96,HS02"
"8410320";"41.03.20";"HS6";"Reptile skins, raw";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410330";"41.03.30";"HS6";"Raw Swine Hides/Skins (Fresh/Preserved, excl. Tanned, Parchment)";"HS02,HS07,HS12,HS17,HS22"
"8410390";"41.03.90";"HS6";"Raw hide/skins except bovine/equine/sheep/goat/reptil";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84104";"41.04";"HS4";"Tanned Equine and Bovine Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410410";"41.04.10";"HS6";"Bovine skin leather, whole";"HS92,HS96"
"8410411";"41.04.11";"HS6";"Tanned or crust hides and skins: without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit: grain splits";"HS02,HS07,HS12,HS17,HS22"
"8410419";"41.04.19";"HS6";"Tanned or crust hides and skins: bovine or equine, without hair on, in the wet state (including wet blue), excluding full grains, unsplit: grain splits";"HS02,HS07,HS12,HS17,HS22"
"8410421";"41.04.21";"HS6";"Bovine leather, vegetable pre-tanned except whole ski";"HS92,HS96"
"8410422";"41.04.22";"HS6";"Bovine leather, otherwise pre-tanned except whole ski";"HS92,HS96"
"8410429";"41.04.29";"HS6";"Bovine and equine leather, tanned or retanned, nes";"HS92,HS96"
"8410431";"41.04.31";"HS6";"Bovine and equine leather, full or split grain, nes";"HS92,HS96"
"8410439";"41.04.39";"HS6";"Bovine and equine leather, nes";"HS92,HS96"
"8410441";"41.04.41";"HS6";"Tanned or crust hides and skins: bovine or equine, without hair on, in the dry state (crust), full grains, unsplit: grain splits";"HS02,HS07,HS12,HS17,HS22"
"8410449";"41.04.49";"HS6";"Tanned or crust hides and skins: bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit: grain splits)";"HS02,HS07,HS12,HS17,HS22"
"84105";"41.05";"HS4";"Tanned Sheep Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410510";"41.05.10";"HS6";"Tanned or crust skins of sheep and lambs, without wool on, whether or not split, but not further prepared, in the wet state ( including wet blue)";"HS02,HS07,HS12,HS17,HS22"
"8410511";"41.05.11";"HS6";"Sheep or lamb skin leather, vegetable pre-tanned";"HS92,HS96"
"8410512";"41.05.12";"HS6";"Sheep or lamb skin leather, otherwise pre-tanned";"HS92,HS96"
"8410519";"41.05.19";"HS6";"Sheep or lamb skin leather, tanned or retanned, nes";"HS92,HS96"
"8410520";"41.05.20";"HS6";"Sheep or lamb skin leather, nes";"HS92,HS96"
"8410530";"41.05.30";"HS6";"Tanned or crust skins: of sheep or lambs, without wool on, whether or not split, but not further prepared, in the dry state (crust)";"HS02,HS07,HS12,HS17,HS22"
"84106";"41.06";"HS4";"Tanned Goat Hides";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410611";"41.06.11";"HS6";"Goat or kid skin leather, vegetable pre-tanned";"HS92,HS96"
"8410612";"41.06.12";"HS6";"Goat or kid skin leather, otherwise pre-tanned";"HS92,HS96"
"8410619";"41.06.19";"HS6";"Goat or kid skin leather, tanned or retanned, nes";"HS92,HS96"
"8410620";"41.06.20";"HS6";"Goat or kid skin leather, nes";"HS92,HS96"
"8410621";"41.06.21";"HS6";"Tanned or crust hides and skins: of goats or kids, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)";"HS02,HS07,HS12,HS17,HS22"
"8410622";"41.06.22";"HS6";"Tanned or crust hides and skins: of goats or kids, without hair on, whether or not split, but not further prepared, in the dry state (crust)";"HS02,HS07,HS12,HS17,HS22"
"8410631";"41.06.31";"HS6";"Tanned or crust hides and skins: of swine, without hair on, whether or not split, but not further prepared, in the wet state (including wet blue)";"HS02,HS07,HS12,HS17,HS22"
"8410632";"41.06.32";"HS6";"Tanned or crust hides and skins: of swine, without hair on, whether or not split, but not further prepared, in the dry state (crust)";"HS02,HS07,HS12,HS17,HS22"
"8410640";"41.06.40";"HS6";"Tanned or crust hides and skins: of reptiles, whether or not split, but not further prepared";"HS02,HS07,HS12,HS17,HS22"
"8410691";"41.06.91";"HS6";"Tanned or crust hides and skins: of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the wet state (including wet blue)";"HS02,HS07,HS12,HS17,HS22"
"8410692";"41.06.92";"HS6";"Tanned or crust hides and skins: of animals other than equine, ovine, bovine, goats or kids, swine and reptiles, without wool or hair on, whether or not split, but not further prepared, in the dry state (crust)";"HS02,HS07,HS12,HS17,HS22"
"84107";"41.07";"HS4";"Leather of Other Animals";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8410710";"41.07.10";"HS6";"Swine leather";"HS92,HS96"
"8410711";"41.07.11";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, whole hides and skins, full grain, unsplit";"HS02,HS07,HS12,HS17,HS22"
"8410712";"41.07.12";"HS6";"Prepared Bovine/Equine Leather (Grain Splits, Excl. Heading 41.14)";"HS02,HS07,HS12,HS17,HS22"
"8410719";"41.07.19";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, split or not, other than leather of heading 41.14, (other than grain splits and full grains, unsplit)";"HS02,HS07,HS12,HS17,HS22"
"8410721";"41.07.21";"HS6";"Reptile leather, vegetable pre-tanned";"HS92,HS96"
"8410729";"41.07.29";"HS6";"Reptile leather, other than vegetable pre-tanned";"HS92,HS96"
"8410790";"41.07.90";"HS6";"Leather, of animals nes";"HS92,HS96"
"8410791";"41.07.91";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, not whole hides and skins, but including sides, full grain, unsplit";"HS02,HS07,HS12,HS17,HS22"
"8410792";"41.07.92";"HS6";"Tanned/Crusted Leather (Bovine & Equine, Excl. Whole Hides, Incl. Sides & Grain Splits)";"HS02,HS07,HS12,HS17,HS22"
"8410799";"41.07.99";"HS6";"Tanned/Crusted Leather (Bovine & Equine, Excl. Whole Hides & Sides, No Hair, No 41.14)";"HS02,HS07,HS12,HS17,HS22"
"84108";"41.08";"HS4";"Chamois Leather";"HS92,HS96"
"8410800";"41.08.00";"HS6";"Chamois (including combination chamois) leather";"HS92,HS96"
"84109";"41.09";"HS4";"Patent Leather";"HS92,HS96"
"8410900";"41.09.00";"HS6";"Patent leather, metallised leather";"HS92,HS96"
"84110";"41.10";"HS4";"Leather Waste";"HS92,HS96"
"8411000";"41.10.00";"HS6";"Parings and other waste of leather";"HS92,HS96"
"84111";"41.11";"HS4";"Leather Sheets";"HS92,HS96"
"8411100";"41.11.00";"HS6";"Composition leather, in slabs, sheets or strip";"HS92,HS96"
"84112";"41.12";"HS4";"Leather further prepared after tanning or crusting of sheep or lamb";"HS02,HS07,HS12,HS17,HS22"
"8411200";"41.12.00";"HS6";"Leather: further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14";"HS02,HS07,HS12,HS17,HS22"
"84113";"41.13";"HS4";"Leather further prepared after tanning or crusting of animals (other than ovine)";"HS02,HS07,HS12,HS17,HS22"
"8411310";"41.13.10";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of goats and kids";"HS02,HS07,HS12,HS17,HS22"
"8411320";"41.13.20";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of swine";"HS02,HS07,HS12,HS17,HS22"
"8411330";"41.13.30";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed leather, of reptiles, whether or not split, other than leather of heading 41.14";"HS02,HS07,HS12,HS17,HS22"
"8411390";"41.13.90";"HS6";"Leather: further prepared after tanning or crusting, including parchment-dressed leather, of animals (other than sheep and lambs, goats and kids, swine and reptiles), without wool or hair on, whether or not split, other than leather of heading 41.14";"HS02,HS07,HS12,HS17,HS22"
"84114";"41.14";"HS4";"Chamois (including combination chamois) leather";"HS02,HS07,HS12,HS17,HS22"
"8411410";"41.14.10";"HS6";"Leather: chamois (including combination chamois)";"HS02,HS07,HS12,HS17,HS22"
"8411420";"41.14.20";"HS6";"Leather: patent leather and laminated patent leather: metallised leather";"HS02,HS07,HS12,HS17,HS22"
"84115";"41.15";"HS4";"Composition leather with a basis of leather or leather fibre";"HS02,HS07,HS12,HS17,HS22"
"8411510";"41.15.10";"HS6";"Leather: composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls";"HS02,HS07,HS12,HS17,HS22"
"8411520";"41.15.20";"HS6";"Leather: parings and other waste, of leather or composition leather: not suitable for the manufacture of leather articles: leather dust, powder and flour";"HS02,HS07,HS12,HS17,HS22"
"842";"42";"HS2";"Leather articles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84201";"42.01";"HS4";"Saddlery";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420100";"42.01.00";"HS6";"Saddlery and harness, of any material";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84202";"42.02";"HS4";"Trunks and Cases";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420211";"42.02.11";"HS6";"Trunks, suit-cases/etc, outer surface leather";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420212";"42.02.12";"HS6";"Trunks, suit-cases, etc, outer surface plastic/textil";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420219";"42.02.19";"HS6";"Trunks, suit-cases and similar containers, outer nes";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420221";"42.02.21";"HS6";"Handbags with outer surface of leather";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420222";"42.02.22";"HS6";"Handbags with outer surface plastics, textile materia";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420229";"42.02.29";"HS6";"Handbags, of vulcanised fibre or paperboard";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420231";"42.02.31";"HS6";"Articles for pocket or handbag, leather outer surface";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420232";"42.02.32";"HS6";"Articles for pocket or handbag, plastic, textile oute";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420239";"42.02.39";"HS6";"Articles for pocket or handbag, nes";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420291";"42.02.91";"HS6";"Containers nes, outer surface of leather";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420292";"42.02.92";"HS6";"Containers nes, outer surface plastic or textile";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420299";"42.02.99";"HS6";"Gun, musical instrument, camera, etc cases, nes";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84203";"42.03";"HS4";"Leather Apparel";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420310";"42.03.10";"HS6";"Articles of apparel of leather or composition leather";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420321";"42.03.21";"HS6";"Leather, composition sports gloves, mittens and mitts";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420329";"42.03.29";"HS6";"Leather, composition gloves & mittens except sports";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420330";"42.03.30";"HS6";"Belts and bandoliers of leather or composition leathe";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420340";"42.03.40";"HS6";"Clothing accessories nes, of leather or composition";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84204";"42.04";"HS4";"Leather Used in Machinery";"HS92,HS96,HS02"
"8420400";"42.04.00";"HS6";"Articles of leather & composition for technical uses";"HS92,HS96,HS02"
"84205";"42.05";"HS4";"Other Leather Articles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420500";"42.05.00";"HS6";"Articles of leather and composition leather, nes";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84206";"42.06";"HS4";"Articles of Gut";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8420600";"42.06.00";"HS6";"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons";"HS07,HS12,HS17,HS22"
"8420610";"42.06.10";"HS6";"Articles of catgut";"HS92,HS96,HS02"
"8420690";"42.06.90";"HS6";"Articles of gut, goldbeater skin, bladder, tendons ne";"HS92,HS96,HS02"
"843";"43";"HS2";"Furskins, articifial fur, & articles";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84301";"43.01";"HS4";"Raw Furskins";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430110";"43.01.10";"HS6";"Raw mink furskins, whole";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430120";"43.01.20";"HS6";"Raw rabbit or hare furskins, whole";"HS92,HS96"
"8430130";"43.01.30";"HS6";"Raw Persian and similar lamb furskins, whole";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430140";"43.01.40";"HS6";"Raw beaver furskins, whole";"HS92,HS96"
"8430150";"43.01.50";"HS6";"Raw musk-rat furskins, whole";"HS92,HS96"
"8430160";"43.01.60";"HS6";"Raw fox furskins, whole";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430170";"43.01.70";"HS6";"Raw seal furskins, whole";"HS92,HS96,HS02"
"8430180";"43.01.80";"HS6";"Raw furskins of other animals, whole";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430190";"43.01.90";"HS6";"Raw furskin pieces (e.g. heads, tails, paws)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84302";"43.02";"HS4";"Tanned Furskins";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430211";"43.02.11";"HS6";"Tanned or dressed mink furskins, whole, unassembled";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430212";"43.02.12";"HS6";"Tanned, dressed rabbit, hare skins, whole, unassemble";"HS92,HS96"
"8430213";"43.02.13";"HS6";"Tanned,dressed Persian/etc lambskin, whole,unassemble";"HS92,HS96,HS02"
"8430219";"43.02.19";"HS6";"Tanned,dressed whole furs except lamb/mink/rabbit/har";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430220";"43.02.20";"HS6";"Tanned or dressed furskin pieces (heads, tails, paws)";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430230";"43.02.30";"HS6";"Tanned or dressed whole furskins and pieces, assemble";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84303";"43.03";"HS4";"Furskin Apparel";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430310";"43.03.10";"HS6";"Articles of apparel & clothing accessories of furskin";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430390";"43.03.90";"HS6";"Articles of furskin except clothing and accessories";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"84304";"43.04";"HS4";"Artificial Fur";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"8430400";"43.04.00";"HS6";"Artificial fur and articles thereof";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"9";"9";"Section";"Wood Products";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"944";"44";"HS2";"Wood, wood articles, & charcoal";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"94401";"44.01";"HS4";"Fuel Wood";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"9440110";"44.01.10";"HS6";"Fuel wood";"HS92,HS96,HS02,HS07,HS12"
"9440111";"44.01.11";"HS6";"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, coniferous";"HS17,HS22"
"9440112";"44.01.12";"HS6";"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, non-coniferous";"HS17,HS22"
"9440121";"44.01.21";"HS6";"Wood in chips, coniferous";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"9440122";"44.01.22";"HS6";"Wood in chips, non-coniferous";"HS92,HS96,HS02,HS07,HS12,HS17,HS22"
"9440130";"44.01.30";"HS6";"Sawdust, wood waste or scrap";"HS92,HS96,HS02,HS07"
"9440131";"44.01.31";"HS6";"Wood Pellets for Fuel";"HS12,HS17,HS22"
"9440132";"44.01.32";"HS6";"Agglomerated Wood Briquettes";"HS22"
"9440139";"44.01.39";"HS6";"Wood: for fuel, sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms: other than wood pellets";"HS12,HS17,HS22"
"9440140";"44.01.40";"HS6";"Wood; for fuel, sawdust and wood waste and scrap, not agglomerated";"HS17"
